,filename,class,pred
451,n01518878\ILSVRC2012_val_00001398.JPEG,9,9
452,n01518878\ILSVRC2012_val_00003297.JPEG,9,9
453,n01518878\ILSVRC2012_val_00004756.JPEG,9,9
454,n01518878\ILSVRC2012_val_00004983.JPEG,9,9
455,n01518878\ILSVRC2012_val_00005427.JPEG,9,9
456,n01518878\ILSVRC2012_val_00008176.JPEG,9,9
457,n01518878\ILSVRC2012_val_00008294.JPEG,9,9
458,n01518878\ILSVRC2012_val_00008898.JPEG,9,9
459,n01518878\ILSVRC2012_val_00010594.JPEG,9,9
460,n01518878\ILSVRC2012_val_00010763.JPEG,9,18
461,n01518878\ILSVRC2012_val_00013321.JPEG,9,9
462,n01518878\ILSVRC2012_val_00014328.JPEG,9,9
463,n01518878\ILSVRC2012_val_00015266.JPEG,9,9
464,n01518878\ILSVRC2012_val_00015706.JPEG,9,9
465,n01518878\ILSVRC2012_val_00017839.JPEG,9,9
466,n01518878\ILSVRC2012_val_00019184.JPEG,9,9
467,n01518878\ILSVRC2012_val_00023214.JPEG,9,9
468,n01518878\ILSVRC2012_val_00023607.JPEG,9,9
469,n01518878\ILSVRC2012_val_00023778.JPEG,9,9
470,n01518878\ILSVRC2012_val_00024268.JPEG,9,9
471,n01518878\ILSVRC2012_val_00024800.JPEG,9,9
472,n01518878\ILSVRC2012_val_00028978.JPEG,9,24
473,n01518878\ILSVRC2012_val_00030699.JPEG,9,39
474,n01518878\ILSVRC2012_val_00031239.JPEG,9,9
475,n01518878\ILSVRC2012_val_00031913.JPEG,9,40
476,n01518878\ILSVRC2012_val_00032849.JPEG,9,9
477,n01518878\ILSVRC2012_val_00033181.JPEG,9,9
478,n01518878\ILSVRC2012_val_00034316.JPEG,9,9
479,n01518878\ILSVRC2012_val_00035123.JPEG,9,9
480,n01518878\ILSVRC2012_val_00035785.JPEG,9,9
481,n01518878\ILSVRC2012_val_00036105.JPEG,9,9
482,n01518878\ILSVRC2012_val_00036749.JPEG,9,35
483,n01518878\ILSVRC2012_val_00037698.JPEG,9,9
484,n01518878\ILSVRC2012_val_00037941.JPEG,9,9
485,n01518878\ILSVRC2012_val_00038156.JPEG,9,9
486,n01518878\ILSVRC2012_val_00039355.JPEG,9,9
487,n01518878\ILSVRC2012_val_00041114.JPEG,9,9
488,n01518878\ILSVRC2012_val_00041977.JPEG,9,9
489,n01518878\ILSVRC2012_val_00042926.JPEG,9,9
490,n01518878\ILSVRC2012_val_00043764.JPEG,9,9
491,n01518878\ILSVRC2012_val_00044483.JPEG,9,43
492,n01518878\ILSVRC2012_val_00044624.JPEG,9,9
493,n01518878\ILSVRC2012_val_00044975.JPEG,9,9
494,n01518878\ILSVRC2012_val_00045402.JPEG,9,9
495,n01518878\ILSVRC2012_val_00046260.JPEG,9,9
496,n01518878\ILSVRC2012_val_00046654.JPEG,9,9
497,n01518878\ILSVRC2012_val_00047400.JPEG,9,9
498,n01518878\ILSVRC2012_val_00048600.JPEG,9,48
499,n01518878\ILSVRC2012_val_00049090.JPEG,9,9
500,n01530575\ILSVRC2012_val_00000651.JPEG,10,10
501,n01530575\ILSVRC2012_val_00000747.JPEG,10,10
502,n01530575\ILSVRC2012_val_00002023.JPEG,10,10
503,n01530575\ILSVRC2012_val_00002191.JPEG,10,10
504,n01530575\ILSVRC2012_val_00002425.JPEG,10,10
505,n01530575\ILSVRC2012_val_00002730.JPEG,10,10
506,n01530575\ILSVRC2012_val_00004006.JPEG,10,36
507,n01530575\ILSVRC2012_val_00006526.JPEG,10,10
508,n01530575\ILSVRC2012_val_00006763.JPEG,10,10
509,n01530575\ILSVRC2012_val_00010393.JPEG,10,10
510,n01530575\ILSVRC2012_val_00010689.JPEG,10,10
511,n01530575\ILSVRC2012_val_00010999.JPEG,10,10
512,n01530575\ILSVRC2012_val_00011249.JPEG,10,21
513,n01530575\ILSVRC2012_val_00012814.JPEG,10,41
514,n01530575\ILSVRC2012_val_00013512.JPEG,10,22
515,n01530575\ILSVRC2012_val_00015223.JPEG,10,10
516,n01530575\ILSVRC2012_val_00016476.JPEG,10,15
517,n01530575\ILSVRC2012_val_00016548.JPEG,10,10
518,n01530575\ILSVRC2012_val_00020889.JPEG,10,10
519,n01530575\ILSVRC2012_val_00023441.JPEG,10,10
520,n01530575\ILSVRC2012_val_00023698.JPEG,10,41
521,n01530575\ILSVRC2012_val_00023766.JPEG,10,10
522,n01530575\ILSVRC2012_val_00025347.JPEG,10,10
523,n01530575\ILSVRC2012_val_00025488.JPEG,10,10
524,n01530575\ILSVRC2012_val_00026673.JPEG,10,10
525,n01530575\ILSVRC2012_val_00026784.JPEG,10,49
526,n01530575\ILSVRC2012_val_00027374.JPEG,10,15
527,n01530575\ILSVRC2012_val_00027507.JPEG,10,10
528,n01530575\ILSVRC2012_val_00027619.JPEG,10,10
529,n01530575\ILSVRC2012_val_00028902.JPEG,10,10
530,n01530575\ILSVRC2012_val_00030224.JPEG,10,12
531,n01530575\ILSVRC2012_val_00033092.JPEG,10,10
532,n01530575\ILSVRC2012_val_00033580.JPEG,10,10
533,n01530575\ILSVRC2012_val_00034018.JPEG,10,10
534,n01530575\ILSVRC2012_val_00034864.JPEG,10,10
535,n01530575\ILSVRC2012_val_00035540.JPEG,10,10
536,n01530575\ILSVRC2012_val_00035872.JPEG,10,10
537,n01530575\ILSVRC2012_val_00037116.JPEG,10,10
538,n01530575\ILSVRC2012_val_00037748.JPEG,10,22
539,n01530575\ILSVRC2012_val_00038895.JPEG,10,10
540,n01530575\ILSVRC2012_val_00043788.JPEG,10,10
541,n01530575\ILSVRC2012_val_00045172.JPEG,10,10
542,n01530575\ILSVRC2012_val_00045389.JPEG,10,10
543,n01530575\ILSVRC2012_val_00045415.JPEG,10,10
544,n01530575\ILSVRC2012_val_00045611.JPEG,10,20
545,n01530575\ILSVRC2012_val_00046751.JPEG,10,10
546,n01530575\ILSVRC2012_val_00046833.JPEG,10,11
547,n01530575\ILSVRC2012_val_00047878.JPEG,10,37
548,n01530575\ILSVRC2012_val_00047914.JPEG,10,10
549,n01530575\ILSVRC2012_val_00049568.JPEG,10,10
550,n01531178\ILSVRC2012_val_00000570.JPEG,11,11
551,n01531178\ILSVRC2012_val_00001274.JPEG,11,11
552,n01531178\ILSVRC2012_val_00002668.JPEG,11,11
553,n01531178\ILSVRC2012_val_00003548.JPEG,11,11
554,n01531178\ILSVRC2012_val_00003816.JPEG,11,11
555,n01531178\ILSVRC2012_val_00004243.JPEG,11,11
556,n01531178\ILSVRC2012_val_00004893.JPEG,11,11
557,n01531178\ILSVRC2012_val_00005287.JPEG,11,11
558,n01531178\ILSVRC2012_val_00005567.JPEG,11,11
559,n01531178\ILSVRC2012_val_00009831.JPEG,11,40
560,n01531178\ILSVRC2012_val_00010409.JPEG,11,31
561,n01531178\ILSVRC2012_val_00013270.JPEG,11,11
562,n01531178\ILSVRC2012_val_00013407.JPEG,11,11
563,n01531178\ILSVRC2012_val_00013902.JPEG,11,11
564,n01531178\ILSVRC2012_val_00013998.JPEG,11,11
565,n01531178\ILSVRC2012_val_00015431.JPEG,11,11
566,n01531178\ILSVRC2012_val_00015863.JPEG,11,11
567,n01531178\ILSVRC2012_val_00015903.JPEG,11,11
568,n01531178\ILSVRC2012_val_00016252.JPEG,11,11
569,n01531178\ILSVRC2012_val_00016538.JPEG,11,11
570,n01531178\ILSVRC2012_val_00017391.JPEG,11,11
571,n01531178\ILSVRC2012_val_00019236.JPEG,11,11
572,n01531178\ILSVRC2012_val_00019744.JPEG,11,11
573,n01531178\ILSVRC2012_val_00024256.JPEG,11,11
574,n01531178\ILSVRC2012_val_00025151.JPEG,11,11
575,n01531178\ILSVRC2012_val_00025507.JPEG,11,11
576,n01531178\ILSVRC2012_val_00025535.JPEG,11,11
577,n01531178\ILSVRC2012_val_00025888.JPEG,11,11
578,n01531178\ILSVRC2012_val_00026279.JPEG,11,11
579,n01531178\ILSVRC2012_val_00028063.JPEG,11,11
580,n01531178\ILSVRC2012_val_00029581.JPEG,11,11
581,n01531178\ILSVRC2012_val_00029740.JPEG,11,11
582,n01531178\ILSVRC2012_val_00030071.JPEG,11,11
583,n01531178\ILSVRC2012_val_00030320.JPEG,11,11
584,n01531178\ILSVRC2012_val_00031086.JPEG,11,11
585,n01531178\ILSVRC2012_val_00031630.JPEG,11,11
586,n01531178\ILSVRC2012_val_00032154.JPEG,11,11
587,n01531178\ILSVRC2012_val_00032359.JPEG,11,10
588,n01531178\ILSVRC2012_val_00032710.JPEG,11,11
589,n01531178\ILSVRC2012_val_00032855.JPEG,11,11
590,n01531178\ILSVRC2012_val_00032993.JPEG,11,11
591,n01531178\ILSVRC2012_val_00034250.JPEG,11,11
592,n01531178\ILSVRC2012_val_00035254.JPEG,11,11
593,n01531178\ILSVRC2012_val_00035833.JPEG,11,11
594,n01531178\ILSVRC2012_val_00037611.JPEG,11,11
595,n01531178\ILSVRC2012_val_00041836.JPEG,11,11
596,n01531178\ILSVRC2012_val_00042032.JPEG,11,11
597,n01531178\ILSVRC2012_val_00044706.JPEG,11,11
598,n01531178\ILSVRC2012_val_00047029.JPEG,11,11
599,n01531178\ILSVRC2012_val_00048710.JPEG,11,11
600,n01532829\ILSVRC2012_val_00000873.JPEG,12,23
601,n01532829\ILSVRC2012_val_00001556.JPEG,12,12
602,n01532829\ILSVRC2012_val_00002357.JPEG,12,8
603,n01532829\ILSVRC2012_val_00004375.JPEG,12,12
604,n01532829\ILSVRC2012_val_00004747.JPEG,12,16
605,n01532829\ILSVRC2012_val_00004749.JPEG,12,42
606,n01532829\ILSVRC2012_val_00005336.JPEG,12,12
607,n01532829\ILSVRC2012_val_00005848.JPEG,12,12
608,n01532829\ILSVRC2012_val_00006597.JPEG,12,43
609,n01532829\ILSVRC2012_val_00006835.JPEG,12,12
610,n01532829\ILSVRC2012_val_00007129.JPEG,12,24
611,n01532829\ILSVRC2012_val_00007237.JPEG,12,16
612,n01532829\ILSVRC2012_val_00009239.JPEG,12,12
613,n01532829\ILSVRC2012_val_00010310.JPEG,12,12
614,n01532829\ILSVRC2012_val_00010443.JPEG,12,12
615,n01532829\ILSVRC2012_val_00011056.JPEG,12,43
616,n01532829\ILSVRC2012_val_00013209.JPEG,12,11
617,n01532829\ILSVRC2012_val_00013367.JPEG,12,12
618,n01532829\ILSVRC2012_val_00013456.JPEG,12,12
619,n01532829\ILSVRC2012_val_00015830.JPEG,12,8
620,n01532829\ILSVRC2012_val_00015964.JPEG,12,12
621,n01532829\ILSVRC2012_val_00016198.JPEG,12,23
622,n01532829\ILSVRC2012_val_00017577.JPEG,12,12
623,n01532829\ILSVRC2012_val_00018162.JPEG,12,16
624,n01532829\ILSVRC2012_val_00018699.JPEG,12,12
625,n01532829\ILSVRC2012_val_00020495.JPEG,12,12
626,n01532829\ILSVRC2012_val_00021523.JPEG,12,12
627,n01532829\ILSVRC2012_val_00022727.JPEG,12,12
628,n01532829\ILSVRC2012_val_00022889.JPEG,12,12
629,n01532829\ILSVRC2012_val_00023162.JPEG,12,12
630,n01532829\ILSVRC2012_val_00023942.JPEG,12,16
631,n01532829\ILSVRC2012_val_00026123.JPEG,12,12
632,n01532829\ILSVRC2012_val_00026755.JPEG,12,21
633,n01532829\ILSVRC2012_val_00026776.JPEG,12,12
634,n01532829\ILSVRC2012_val_00028791.JPEG,12,12
635,n01532829\ILSVRC2012_val_00029709.JPEG,12,21
636,n01532829\ILSVRC2012_val_00030042.JPEG,12,12
637,n01532829\ILSVRC2012_val_00031171.JPEG,12,12
638,n01532829\ILSVRC2012_val_00036284.JPEG,12,40
639,n01532829\ILSVRC2012_val_00038091.JPEG,12,12
640,n01532829\ILSVRC2012_val_00038160.JPEG,12,13
641,n01532829\ILSVRC2012_val_00038372.JPEG,12,12
642,n01532829\ILSVRC2012_val_00042370.JPEG,12,19
643,n01532829\ILSVRC2012_val_00043392.JPEG,12,12
644,n01532829\ILSVRC2012_val_00045623.JPEG,12,13
645,n01532829\ILSVRC2012_val_00047688.JPEG,12,14
646,n01532829\ILSVRC2012_val_00048144.JPEG,12,13
647,n01532829\ILSVRC2012_val_00048152.JPEG,12,13
648,n01532829\ILSVRC2012_val_00048437.JPEG,12,12
649,n01532829\ILSVRC2012_val_00048642.JPEG,12,12
650,n01534433\ILSVRC2012_val_00000247.JPEG,13,13
651,n01534433\ILSVRC2012_val_00000713.JPEG,13,13
652,n01534433\ILSVRC2012_val_00001915.JPEG,13,13
653,n01534433\ILSVRC2012_val_00003116.JPEG,13,13
654,n01534433\ILSVRC2012_val_00003878.JPEG,13,10
655,n01534433\ILSVRC2012_val_00003903.JPEG,13,13
656,n01534433\ILSVRC2012_val_00004245.JPEG,13,19
657,n01534433\ILSVRC2012_val_00004577.JPEG,13,13
658,n01534433\ILSVRC2012_val_00006326.JPEG,13,10
659,n01534433\ILSVRC2012_val_00007853.JPEG,13,13
660,n01534433\ILSVRC2012_val_00007872.JPEG,13,13
661,n01534433\ILSVRC2012_val_00009351.JPEG,13,9
662,n01534433\ILSVRC2012_val_00010456.JPEG,13,13
663,n01534433\ILSVRC2012_val_00011178.JPEG,13,13
664,n01534433\ILSVRC2012_val_00011841.JPEG,13,13
665,n01534433\ILSVRC2012_val_00011915.JPEG,13,13
666,n01534433\ILSVRC2012_val_00012058.JPEG,13,13
667,n01534433\ILSVRC2012_val_00013277.JPEG,13,21
668,n01534433\ILSVRC2012_val_00013504.JPEG,13,22
669,n01534433\ILSVRC2012_val_00013945.JPEG,13,12
670,n01534433\ILSVRC2012_val_00014108.JPEG,13,13
671,n01534433\ILSVRC2012_val_00014139.JPEG,13,13
672,n01534433\ILSVRC2012_val_00015216.JPEG,13,13
673,n01534433\ILSVRC2012_val_00015410.JPEG,13,13
674,n01534433\ILSVRC2012_val_00015416.JPEG,13,13
675,n01534433\ILSVRC2012_val_00016677.JPEG,13,13
676,n01534433\ILSVRC2012_val_00017384.JPEG,13,13
677,n01534433\ILSVRC2012_val_00017712.JPEG,13,13
678,n01534433\ILSVRC2012_val_00017970.JPEG,13,17
679,n01534433\ILSVRC2012_val_00021650.JPEG,13,23
680,n01534433\ILSVRC2012_val_00023125.JPEG,13,4
681,n01534433\ILSVRC2012_val_00023850.JPEG,13,28
682,n01534433\ILSVRC2012_val_00024884.JPEG,13,13
683,n01534433\ILSVRC2012_val_00026687.JPEG,13,13
684,n01534433\ILSVRC2012_val_00027831.JPEG,13,13
685,n01534433\ILSVRC2012_val_00029999.JPEG,13,13
686,n01534433\ILSVRC2012_val_00030544.JPEG,13,13
687,n01534433\ILSVRC2012_val_00030657.JPEG,13,13
688,n01534433\ILSVRC2012_val_00030911.JPEG,13,13
689,n01534433\ILSVRC2012_val_00032025.JPEG,13,13
690,n01534433\ILSVRC2012_val_00035389.JPEG,13,13
691,n01534433\ILSVRC2012_val_00036008.JPEG,13,13
692,n01534433\ILSVRC2012_val_00036042.JPEG,13,13
693,n01534433\ILSVRC2012_val_00037239.JPEG,13,16
694,n01534433\ILSVRC2012_val_00038794.JPEG,13,13
695,n01534433\ILSVRC2012_val_00039801.JPEG,13,13
696,n01534433\ILSVRC2012_val_00040606.JPEG,13,16
697,n01534433\ILSVRC2012_val_00045480.JPEG,13,19
698,n01534433\ILSVRC2012_val_00046797.JPEG,13,26
699,n01534433\ILSVRC2012_val_00047333.JPEG,13,13
700,n01537544\ILSVRC2012_val_00000414.JPEG,14,14
701,n01537544\ILSVRC2012_val_00001462.JPEG,14,14
702,n01537544\ILSVRC2012_val_00002071.JPEG,14,14
703,n01537544\ILSVRC2012_val_00002449.JPEG,14,18
704,n01537544\ILSVRC2012_val_00003279.JPEG,14,14
705,n01537544\ILSVRC2012_val_00003557.JPEG,14,14
706,n01537544\ILSVRC2012_val_00005156.JPEG,14,14
707,n01537544\ILSVRC2012_val_00005931.JPEG,14,14
708,n01537544\ILSVRC2012_val_00006328.JPEG,14,14
709,n01537544\ILSVRC2012_val_00008420.JPEG,14,14
710,n01537544\ILSVRC2012_val_00010339.JPEG,14,14
711,n01537544\ILSVRC2012_val_00010352.JPEG,14,14
712,n01537544\ILSVRC2012_val_00011646.JPEG,14,17
713,n01537544\ILSVRC2012_val_00012939.JPEG,14,14
714,n01537544\ILSVRC2012_val_00018676.JPEG,14,14
715,n01537544\ILSVRC2012_val_00020178.JPEG,14,14
716,n01537544\ILSVRC2012_val_00021300.JPEG,14,14
717,n01537544\ILSVRC2012_val_00022076.JPEG,14,14
718,n01537544\ILSVRC2012_val_00023187.JPEG,14,14
719,n01537544\ILSVRC2012_val_00023438.JPEG,14,14
720,n01537544\ILSVRC2012_val_00023573.JPEG,14,12
721,n01537544\ILSVRC2012_val_00025037.JPEG,14,46
722,n01537544\ILSVRC2012_val_00025428.JPEG,14,14
723,n01537544\ILSVRC2012_val_00026259.JPEG,14,17
724,n01537544\ILSVRC2012_val_00027145.JPEG,14,14
725,n01537544\ILSVRC2012_val_00027254.JPEG,14,14
726,n01537544\ILSVRC2012_val_00027498.JPEG,14,14
727,n01537544\ILSVRC2012_val_00027811.JPEG,14,14
728,n01537544\ILSVRC2012_val_00028024.JPEG,14,14
729,n01537544\ILSVRC2012_val_00029310.JPEG,14,14
730,n01537544\ILSVRC2012_val_00031512.JPEG,14,14
731,n01537544\ILSVRC2012_val_00031716.JPEG,14,14
732,n01537544\ILSVRC2012_val_00031987.JPEG,14,14
733,n01537544\ILSVRC2012_val_00032164.JPEG,14,14
734,n01537544\ILSVRC2012_val_00033196.JPEG,14,14
735,n01537544\ILSVRC2012_val_00035565.JPEG,14,14
736,n01537544\ILSVRC2012_val_00035735.JPEG,14,14
737,n01537544\ILSVRC2012_val_00036431.JPEG,14,14
738,n01537544\ILSVRC2012_val_00037454.JPEG,14,14
739,n01537544\ILSVRC2012_val_00039571.JPEG,14,14
740,n01537544\ILSVRC2012_val_00040071.JPEG,14,14
741,n01537544\ILSVRC2012_val_00041252.JPEG,14,14
742,n01537544\ILSVRC2012_val_00041595.JPEG,14,14
743,n01537544\ILSVRC2012_val_00043965.JPEG,14,47
744,n01537544\ILSVRC2012_val_00044540.JPEG,14,14
745,n01537544\ILSVRC2012_val_00046071.JPEG,14,14
746,n01537544\ILSVRC2012_val_00047272.JPEG,14,14
747,n01537544\ILSVRC2012_val_00048659.JPEG,14,14
748,n01537544\ILSVRC2012_val_00048732.JPEG,14,14
749,n01537544\ILSVRC2012_val_00048829.JPEG,14,14
750,n01558993\ILSVRC2012_val_00001598.JPEG,15,15
751,n01558993\ILSVRC2012_val_00002825.JPEG,15,27
752,n01558993\ILSVRC2012_val_00005412.JPEG,15,21
753,n01558993\ILSVRC2012_val_00005594.JPEG,15,15
754,n01558993\ILSVRC2012_val_00005833.JPEG,15,15
755,n01558993\ILSVRC2012_val_00006030.JPEG,15,15
756,n01558993\ILSVRC2012_val_00007667.JPEG,15,9
757,n01558993\ILSVRC2012_val_00009092.JPEG,15,1
758,n01558993\ILSVRC2012_val_00010767.JPEG,15,15
759,n01558993\ILSVRC2012_val_00012651.JPEG,15,15
760,n01558993\ILSVRC2012_val_00014336.JPEG,15,15
761,n01558993\ILSVRC2012_val_00014362.JPEG,15,15
762,n01558993\ILSVRC2012_val_00017660.JPEG,15,15
763,n01558993\ILSVRC2012_val_00018692.JPEG,15,16
764,n01558993\ILSVRC2012_val_00019038.JPEG,15,15
765,n01558993\ILSVRC2012_val_00019082.JPEG,15,10
766,n01558993\ILSVRC2012_val_00019208.JPEG,15,15
767,n01558993\ILSVRC2012_val_00020610.JPEG,15,15
768,n01558993\ILSVRC2012_val_00021239.JPEG,15,15
769,n01558993\ILSVRC2012_val_00022186.JPEG,15,21
770,n01558993\ILSVRC2012_val_00022407.JPEG,15,15
771,n01558993\ILSVRC2012_val_00024704.JPEG,15,15
772,n01558993\ILSVRC2012_val_00025035.JPEG,15,15
773,n01558993\ILSVRC2012_val_00027535.JPEG,15,15
774,n01558993\ILSVRC2012_val_00028224.JPEG,15,15
775,n01558993\ILSVRC2012_val_00028607.JPEG,15,15
776,n01558993\ILSVRC2012_val_00029417.JPEG,15,15
777,n01558993\ILSVRC2012_val_00029495.JPEG,15,15
778,n01558993\ILSVRC2012_val_00029627.JPEG,15,19
779,n01558993\ILSVRC2012_val_00030475.JPEG,15,24
780,n01558993\ILSVRC2012_val_00030701.JPEG,15,12
781,n01558993\ILSVRC2012_val_00031273.JPEG,15,47
782,n01558993\ILSVRC2012_val_00034482.JPEG,15,13
783,n01558993\ILSVRC2012_val_00035060.JPEG,15,15
784,n01558993\ILSVRC2012_val_00035131.JPEG,15,15
785,n01558993\ILSVRC2012_val_00035807.JPEG,15,15
786,n01558993\ILSVRC2012_val_00038488.JPEG,15,15
787,n01558993\ILSVRC2012_val_00039814.JPEG,15,15
788,n01558993\ILSVRC2012_val_00039913.JPEG,15,15
789,n01558993\ILSVRC2012_val_00040426.JPEG,15,15
790,n01558993\ILSVRC2012_val_00040538.JPEG,15,15
791,n01558993\ILSVRC2012_val_00041152.JPEG,15,15
792,n01558993\ILSVRC2012_val_00041944.JPEG,15,15
793,n01558993\ILSVRC2012_val_00043300.JPEG,15,15
794,n01558993\ILSVRC2012_val_00044311.JPEG,15,15
795,n01558993\ILSVRC2012_val_00044378.JPEG,15,15
796,n01558993\ILSVRC2012_val_00045150.JPEG,15,12
797,n01558993\ILSVRC2012_val_00045294.JPEG,15,15
798,n01558993\ILSVRC2012_val_00047592.JPEG,15,16
799,n01558993\ILSVRC2012_val_00049776.JPEG,15,15
800,n01560419\ILSVRC2012_val_00000198.JPEG,16,16
801,n01560419\ILSVRC2012_val_00000217.JPEG,16,16
802,n01560419\ILSVRC2012_val_00000439.JPEG,16,16
803,n01560419\ILSVRC2012_val_00000638.JPEG,16,18
804,n01560419\ILSVRC2012_val_00001024.JPEG,16,15
805,n01560419\ILSVRC2012_val_00001720.JPEG,16,17
806,n01560419\ILSVRC2012_val_00001751.JPEG,16,16
807,n01560419\ILSVRC2012_val_00002052.JPEG,16,16
808,n01560419\ILSVRC2012_val_00004037.JPEG,16,16
809,n01560419\ILSVRC2012_val_00006321.JPEG,16,16
810,n01560419\ILSVRC2012_val_00006603.JPEG,16,14
811,n01560419\ILSVRC2012_val_00007263.JPEG,16,12
812,n01560419\ILSVRC2012_val_00009807.JPEG,16,11
813,n01560419\ILSVRC2012_val_00011267.JPEG,16,47
814,n01560419\ILSVRC2012_val_00011331.JPEG,16,16
815,n01560419\ILSVRC2012_val_00011420.JPEG,16,13
816,n01560419\ILSVRC2012_val_00012870.JPEG,16,16
817,n01560419\ILSVRC2012_val_00014046.JPEG,16,16
818,n01560419\ILSVRC2012_val_00014678.JPEG,16,16
819,n01560419\ILSVRC2012_val_00016840.JPEG,16,16
820,n01560419\ILSVRC2012_val_00017310.JPEG,16,16
821,n01560419\ILSVRC2012_val_00018145.JPEG,16,11
822,n01560419\ILSVRC2012_val_00018672.JPEG,16,18
823,n01560419\ILSVRC2012_val_00018680.JPEG,16,13
824,n01560419\ILSVRC2012_val_00020788.JPEG,16,12
825,n01560419\ILSVRC2012_val_00021085.JPEG,16,16
826,n01560419\ILSVRC2012_val_00025526.JPEG,16,16
827,n01560419\ILSVRC2012_val_00026010.JPEG,16,16
828,n01560419\ILSVRC2012_val_00026362.JPEG,16,16
829,n01560419\ILSVRC2012_val_00026541.JPEG,16,16
830,n01560419\ILSVRC2012_val_00026929.JPEG,16,39
831,n01560419\ILSVRC2012_val_00028230.JPEG,16,18
832,n01560419\ILSVRC2012_val_00029835.JPEG,16,16
833,n01560419\ILSVRC2012_val_00030283.JPEG,16,16
834,n01560419\ILSVRC2012_val_00030966.JPEG,16,21
835,n01560419\ILSVRC2012_val_00031649.JPEG,16,16
836,n01560419\ILSVRC2012_val_00031772.JPEG,16,12
837,n01560419\ILSVRC2012_val_00033691.JPEG,16,16
838,n01560419\ILSVRC2012_val_00034720.JPEG,16,14
839,n01560419\ILSVRC2012_val_00036999.JPEG,16,15
840,n01560419\ILSVRC2012_val_00039759.JPEG,16,16
841,n01560419\ILSVRC2012_val_00041990.JPEG,16,9
842,n01560419\ILSVRC2012_val_00042048.JPEG,16,16
843,n01560419\ILSVRC2012_val_00042600.JPEG,16,16
844,n01560419\ILSVRC2012_val_00044009.JPEG,16,16
845,n01560419\ILSVRC2012_val_00045785.JPEG,16,16
846,n01560419\ILSVRC2012_val_00046173.JPEG,16,16
847,n01560419\ILSVRC2012_val_00047474.JPEG,16,16
848,n01560419\ILSVRC2012_val_00048178.JPEG,16,12
849,n01560419\ILSVRC2012_val_00049803.JPEG,16,12
850,n01580077\ILSVRC2012_val_00000880.JPEG,17,14
851,n01580077\ILSVRC2012_val_00001084.JPEG,17,16
852,n01580077\ILSVRC2012_val_00001508.JPEG,17,18
853,n01580077\ILSVRC2012_val_00002655.JPEG,17,42
854,n01580077\ILSVRC2012_val_00002929.JPEG,17,17
855,n01580077\ILSVRC2012_val_00003386.JPEG,17,17
856,n01580077\ILSVRC2012_val_00003861.JPEG,17,17
857,n01580077\ILSVRC2012_val_00004316.JPEG,17,19
858,n01580077\ILSVRC2012_val_00004317.JPEG,17,9
859,n01580077\ILSVRC2012_val_00004344.JPEG,17,30
860,n01580077\ILSVRC2012_val_00006267.JPEG,17,14
861,n01580077\ILSVRC2012_val_00006463.JPEG,17,17
862,n01580077\ILSVRC2012_val_00006851.JPEG,17,17
863,n01580077\ILSVRC2012_val_00009535.JPEG,17,17
864,n01580077\ILSVRC2012_val_00010240.JPEG,17,17
865,n01580077\ILSVRC2012_val_00010272.JPEG,17,17
866,n01580077\ILSVRC2012_val_00011446.JPEG,17,17
867,n01580077\ILSVRC2012_val_00012132.JPEG,17,13
868,n01580077\ILSVRC2012_val_00013753.JPEG,17,49
869,n01580077\ILSVRC2012_val_00015195.JPEG,17,18
870,n01580077\ILSVRC2012_val_00016831.JPEG,17,17
871,n01580077\ILSVRC2012_val_00017024.JPEG,17,36
872,n01580077\ILSVRC2012_val_00017975.JPEG,17,17
873,n01580077\ILSVRC2012_val_00020905.JPEG,17,10
874,n01580077\ILSVRC2012_val_00022106.JPEG,17,22
875,n01580077\ILSVRC2012_val_00022505.JPEG,17,17
876,n01580077\ILSVRC2012_val_00023945.JPEG,17,17
877,n01580077\ILSVRC2012_val_00025361.JPEG,17,17
878,n01580077\ILSVRC2012_val_00026136.JPEG,17,17
879,n01580077\ILSVRC2012_val_00026465.JPEG,17,17
880,n01580077\ILSVRC2012_val_00026656.JPEG,17,16
881,n01580077\ILSVRC2012_val_00028440.JPEG,17,17
882,n01580077\ILSVRC2012_val_00028524.JPEG,17,17
883,n01580077\ILSVRC2012_val_00032586.JPEG,17,17
884,n01580077\ILSVRC2012_val_00032702.JPEG,17,17
885,n01580077\ILSVRC2012_val_00032831.JPEG,17,17
886,n01580077\ILSVRC2012_val_00033307.JPEG,17,17
887,n01580077\ILSVRC2012_val_00033515.JPEG,17,17
888,n01580077\ILSVRC2012_val_00034144.JPEG,17,16
889,n01580077\ILSVRC2012_val_00034333.JPEG,17,17
890,n01580077\ILSVRC2012_val_00034552.JPEG,17,17
891,n01580077\ILSVRC2012_val_00037939.JPEG,17,19
892,n01580077\ILSVRC2012_val_00038405.JPEG,17,17
893,n01580077\ILSVRC2012_val_00040412.JPEG,17,17
894,n01580077\ILSVRC2012_val_00041308.JPEG,17,19
895,n01580077\ILSVRC2012_val_00042248.JPEG,17,17
896,n01580077\ILSVRC2012_val_00043995.JPEG,17,17
897,n01580077\ILSVRC2012_val_00045062.JPEG,17,17
898,n01580077\ILSVRC2012_val_00046280.JPEG,17,11
899,n01580077\ILSVRC2012_val_00048360.JPEG,17,17
900,n01582220\ILSVRC2012_val_00000476.JPEG,18,23
901,n01582220\ILSVRC2012_val_00000963.JPEG,18,18
